i,j,corr
6,49,0.043313122264916286
6,50,-0.05171746839127994
6,51,0.00011214410283643399
6,52,0.050156462736682686
6,53,-0.07546030726498663
6,54,-0.2858842750773373
6,55,-0.08237156146762338
6,56,0.17341292633887917
6,57,0.1723404793722256
6,58,-0.05828635217778822
6,59,0.05527251247777512
6,60,-0.09750169465647363
6,61,-0.060893212842993164
6,62,0.03023364497551003
6,63,0.03976878528938568
7,8,0.06886467836632822
7,9,0.011312105586720092
7,10,0.11233483691546305
7,11,0.10332289487998396
7,12,-0.13492442964414358
7,13,0.03616094535699424
7,14,-0.02964332751943739
7,15,-0.10921007473663087
7,16,-0.16929538493267016
7,17,-0.04248917493567711
7,18,0.07714636196218057
7,19,-0.007484146508051774
7,20,-0.04002725258004381
7,21,0.09016955066065636
7,22,-0.1226388575704674
7,23,0.004001707263641791
7,24,0.04699406463487457
7,25,0.032821658178617236
7,26,0.030881792416256933
7,27,-0.09951189604504251
7,28,0.06562892895252821
7,29,0.10194335560845696
7,30,-0.10241632941002785
7,31,0.063095635961472
7,32,-0.1306706266557289
7,33,0.05852171579620808
7,34,-0.0070836943752324915
7,35,-0.08604679747794605
7,36,0.04240186482738266
7,37,0.03988426099195726
7,38,-0.08090592959717745
7,39,-0.009453711520420337
7,40,-0.07966887358929008
7,41,-0.05498631497818919
7,42,-0.01681487527921663
7,43,-0.04695513426408089
7,44,0.11642211655909994
7,45,0.059001989051010416
7,46,-0.07092226017063567
7,47,-0.028029824595195436
7,48,0.07177003217817121
7,49,-0.04703752016880343
7,50,-0.09115969947202467
7,51,0.05888553815871489
7,52,0.01724289987875438
7,53,0.1432786441256932
7,54,0.0028928649077734005
7,55,-0.06746617558579816
7,56,-0.0923134168390706
7,57,0.053000287048938624
7,58,0.06204854448944888
7,59,-0.06006548360861072
7,60,0.08373574633424341
7,61,-0.026311858262498326
7,62,0.0248427978822085
7,63,-0.010797957575960804
8,9,-0.04113390104833015
8,10,0.04841375326704009
8,11,0.16891860873766312
8,12,-0.12809579150938097
8,13,-0.10102143908112655
8,14,-0.04573191260257954
8,15,0.03168386737007661
8,16,0.09194051504616294
8,17,0.08585067752376792
8,18,-0.1287921288367701
8,19,-0.02195613188611527
8,20,0.09574310497755124
8,21,0.07238728729341495
8,22,-0.0502118108402404
8,23,-0.03060590244095082
8,24,0.1155340902819493
8,25,-0.02499324323400486
8,26,0.0039461998659058055
8,27,0.04869390632165157
8,28,0.11038482079802638
8,29,-0.017402902788815032
8,30,-0.05305751051039207
8,31,0.10687617486725917
8,32,-0.06350993522207524
8,33,-0.06807078107600098
8,34,0.05058440836502631
8,35,-0.051593306180048155
8,36,0.08854842635413317
8,37,-0.01143737459671571
8,38,0.1010559094905293
8,39,0.023296217474538576
8,40,0.16987834740538826
8,41,0.07558897600793205
8,42,-0.06554318766784825
8,43,-0.1799902300594493
8,44,-0.11311248773657741
8,45,-0.014562202819979062
8,46,0.08570354022104935
8,47,-0.01728920793698485
8,48,-0.09823211185813613
8,49,0.0659790267129678
8,50,0.17846870243351826
8,51,-0.027880092625378092
8,52,-0.02097993412556665
8,53,-0.00573040193698893
8,54,-0.052520536886371545
8,55,0.05405167911005043
8,56,0.016139834928079296
8,57,-0.09020393755741621
8,58,-0.01768271438984676
8,59,0.2483453216046785
8,60,0.05040822106812679
8,61,-0.05160199591134106
8,62,-0.06725370861218745
8,63,0.04424937280568559
9,10,0.042150528923313266
9,11,-0.00045491971867928056
9,12,0.011437961723408656
9,13,-0.12146706363976068
9,14,-0.15951975143946603
9,15,-0.02190563743512102
9,16,0.05495649047132614
9,17,0.06124446945701449
9,18,0.03023840689207168
9,19,-0.01785526990347598
9,20,-0.03684576430087191
9,21,-0.015739407510118576
9,22,0.048360771430009705
9,23,0.042504063813416926
9,24,-0.055628145932015725
9,25,-0.2443147055580903
9,26,-0.13811275417075472
9,27,0.03552905149402814
9,28,-0.08709526412648877
9,29,-0.05878444337604808
9,30,-0.04206530273720116
9,31,0.02257781842625663
9,32,0.09707465619952979
9,33,0.02107469350712835
9,34,0.0007349067022789325
9,35,-0.03895877758594109
9,36,0.01792024997024785
9,37,0.24621495298153984
9,38,0.02685435761012561
9,39,0.09344258672945562
9,40,0.062021383757811875
9,41,0.01862983008950343
9,42,0.0031754941351551376
9,43,0.03620273771822731
9,44,-0.1792407353562379
9,45,-0.04606193771936588
9,46,0.06873502152758794
9,47,0.004970258673216737
9,48,-0.07910400140784396
9,49,0.13813492781284903
9,50,0.08335806466889185
9,51,-0.11928050151045419
9,52,0.09466527018119114
9,53,0.1913509321726687
9,54,0.1864580036852818
9,55,-0.07357103002698129
9,56,-0.011812782909245416
9,57,0.002848967229885634
9,58,0.052150140788716125
9,59,-0.018493370133303096
9,60,0.0132990998104212
9,61,0.04972550262784499
9,62,0.02512349451563746
9,63,-0.2437633862959861
10,11,0.27409516225618025
10,12,-0.17535264239465026
10,13,0.13454618166804397
10,14,0.015632024908209103
10,15,0.015395861859756702
10,16,0.02993980845608191
10,17,0.04416814771406513
10,18,-0.11251773452895349
10,19,-0.060790853010380945
10,20,0.128844410965633
10,21,-0.13826853112128784
10,22,0.1315574673653257
10,23,0.03716449286993306
10,24,0.025698243496515633
10,25,-0.06265484711523131
10,26,-0.0297862116310844
10,27,0.10152980197884026
10,28,0.035371401994824025
10,29,0.10304005474106394
10,30,-0.022137675980852606
10,31,0.0751751772785777
10,32,-0.045705725378861486
10,33,-0.21175303672908172
10,34,0.16967218722742824
10,35,-0.14155341461907248
10,36,-0.07162993555882105
10,37,0.01572818912830361
10,38,0.07239304541836522
10,39,-0.04528832041758984
10,40,0.03147534254696335
10,41,-0.015035053519346777
10,42,0.12784700532117477
10,43,0.24709607303975142
10,44,0.07493671287186908
10,45,0.029981878263372393
10,46,-0.07633060356042724
10,47,-0.05145385230449745
10,48,-0.0397380168469531
10,49,-0.0014448321884905967
10,50,-0.010622267870291578
10,51,-0.12881948549060834
10,52,0.0579949367504495
10,53,0.0980926293692338
10,54,-0.02819233988673307
10,55,-0.07934532299148091
10,56,0.011851661273377986
10,57,-0.04485829460897874
10,58,0.004182881761871858
10,59,-0.10444746124605402
10,60,0.025872069535843104
10,61,-0.06573833510981528
10,62,-0.06077105114008568
10,63,0.01854458973590248
11,12,-0.2033037460774468
11,13,0.1367309280619815
11,14,0.017784281524611926
11,15,-0.0377025533474018
11,16,-0.12765291729473924
11,17,-0.0027577890098051134
11,18,-0.055641225234474255
11,19,0.0546775596221903
11,20,-0.009804791341162623
11,21,0.02597449540881872
11,22,-0.15864650248690404
11,23,0.03948194095539946
11,24,-0.04211852644507006
11,25,-0.04652760359111701
11,26,-0.01618396785244176
11,27,0.006441849965233104
11,28,0.009518411884777846
11,29,0.01147943191854471
11,30,0.03728880677865897
11,31,0.07937056423612864
11,32,0.0083679013842768
11,33,-0.15654416769629778
11,34,-0.03052413220799324
11,35,0.08131127388866778
11,36,0.03638099921514128
11,37,-0.04814847869387375
11,38,-0.034842788918846186
11,39,-0.0775039094335468
11,40,0.19126086030718842
11,41,0.06608556682721836
11,42,-0.08420263526790925
11,43,-0.06523386069583743
11,44,0.03633975055232152
11,45,-0.06438263003285208
11,46,0.15680971927602413
11,47,-0.08853162336890781
11,48,-0.04383222512406046
11,49,0.05379188166251853
11,50,0.14707936861481236
11,51,0.03287344105746239
11,52,0.007972538314534847
11,53,0.12706366944016667
11,54,-0.04955785758418646
11,55,0.05649745323907291
11,56,0.008155066413746586
11,57,-0.08385842646255737
11,58,-0.01701039372264507
11,59,0.22035960696474338
11,60,0.030877221184513592
11,61,-0.0030931809056899133
11,62,-0.08038837559148894
11,63,0.03517417603221142
12,13,0.12599342947379003
12,14,-0.06614904731384001
12,15,0.13005808912882447
12,16,-0.07470273611910574
12,17,-0.37036395445837506
12,18,0.05745737730058269
12,19,-0.02100401906106241
12,20,0.09855206111568303
12,21,-0.022841013220499484
12,22,0.17976019551722008
12,23,0.06255265298012942
12,24,-0.15086680090336815
12,25,-0.048559260720024255
12,26,0.09361720421327857
12,27,-0.14620814016582626
12,28,-0.0629193119370594
12,29,-0.027606287587618444
12,30,-0.10249699422836722
12,31,0.07772410859988313
12,32,0.12375370231989367
12,33,0.05821847451754468
12,34,-0.0923687269159786
12,35,0.23430825008427594
12,36,-0.11163122304437452
12,37,0.021693187318441665
12,38,0.04220268146927619
12,39,-0.10105343140306725
12,40,0.02873019609829885
12,41,0.19370865325001804
12,42,0.11016690536605492
12,43,0.00852138224889215
12,44,0.05013723209108511
12,45,0.02889718682675175
12,46,0.12660719268392687
12,47,-0.061602957795763365
12,48,0.15051754742696355
12,49,0.059946455136543765
12,50,0.0012718199103852702
12,51,-0.16985780662047226
12,52,0.04032178137249665
12,53,-0.06295779544016869
12,54,0.08070055218637705
12,55,-0.08092918853648196
12,56,0.0539388493624261
12,57,-0.03613764961333868
12,58,-0.025538252583313555
12,59,-0.10112633298781992
12,60,-0.2880393328634516
12,61,0.3155823026689217
12,62,0.12912904247322285
12,63,0.05445302577806874
13,14,0.2524670750446065
13,15,0.1501452060761833
13,16,-0.04393491279083274
13,17,-0.10839176920865028
13,18,0.0008209965938130868
13,19,0.02250973183304008
13,20,0.05292609548659553
13,21,-0.07870198425928274
13,22,0.08017633428129649
13,23,-0.0175012725986322
13,24,0.09151332706766073
13,25,-0.11908476028464789
13,26,0.10895766132114358
13,27,-0.0037229869061511287
13,28,-0.004302076281159397
13,29,0.14698461152006456
13,30,-0.05983292481616494
13,31,0.05180358960735281
13,32,0.014532961520301682
13,33,-0.0464144621952407
13,34,0.08944501942981292
13,35,0.09725200162391921
13,36,-0.04138158897696379
13,37,-0.11215642919594593
13,38,0.1275940029032334
13,39,-0.030711743120844567
13,40,-0.014629601109546479
13,41,0.1488623234353297
13,42,-0.027612200946620837
13,43,0.010503231072548684
13,44,0.13812191667076212
13,45,0.06184184901363954
13,46,0.024774181072123428
13,47,-0.09729865502710931
13,48,0.08157075023065859
13,49,0.0300209175815208
13,50,-0.01829714630167199
13,51,-0.07715833038762336
13,52,0.11334408869564433
13,53,0.015302165690214755
13,54,-0.04637771295405413
13,55,-0.03761660483062548
13,56,0.035194812862754936
13,57,0.06447684899450405
13,58,-0.04951970464116753
13,59,0.07113660049291441
13,60,-0.16034865742261792
13,61,-0.0026592454558562657
13,62,-0.08369763702961026
13,63,0.11976488714124324
14,15,0.13071532984095802
14,16,-0.03139754756187702
14,17,-0.02222783146754457
14,18,0.017316858943027234
14,19,0.012012501379776393
14,20,-0.01839556778233246
14,21,-0.024093795689905228
14,22,0.011444870496491377
14,23,-0.05930140978264961
14,24,-0.023400643724430518
14,25,-0.14645156276467483
14,26,0.020677029914490906
14,27,-0.013961130377948317
14,28,-0.025400361916206014
14,29,0.015013180683569521
14,30,0.08853562205820589
14,31,0.06759724144471917
14,32,0.01946616546836472
14,33,0.10840640207478726
14,34,0.06849845398213264
14,35,0.05894810340558667
14,36,-0.014583778646067606
14,37,-0.021549414285451728
14,38,0.017401566189864177
14,39,0.01569597475406662
14,40,-0.10971338017299298
14,41,0.12815478124567806
14,42,0.06270530646405752
14,43,-0.08169747304799523
14,44,-0.0575093847958722
14,45,-0.06360964219396517
14,46,-0.022653191761905587
14,47,-0.16460155645370514
14,48,0.13004536042192433
14,49,-0.04191259129708938
14,50,0.03405551152864618
14,51,-0.14157447353127373
14,52,0.12544591017519294
14,53,-0.10461032634320667
14,54,-0.10375067483695569
14,55,-0.10171646896158688
14,56,-0.06665463466286749
14,57,0.03644709627634896
14,58,-0.10625172526379094
14,59,-0.01378276370006513
14,60,-0.04483479629618515
14,61,-0.09691389363319933
14,62,-0.06280546759564123
14,63,0.04495365015802073
15,16,-0.04943628132202525
15,17,-0.1493840659069824
15,18,0.12688408160029355
15,19,-0.0344904324716768
15,20,0.044900054173739115
15,21,0.15439845180834197
15,22,0.023935751802957907
15,23,0.03422388602723266
15,24,0.06818741956935426
15,25,-0.18172022899000773
15,26,0.03558569371657073
15,27,0.10700466136011713
15,28,-0.015049819465215476
15,29,-0.11028424963565887
15,30,-0.026741642217613402
15,31,-0.017546618754142863
15,32,0.028286857285259443
15,33,0.09674710247743283
15,34,-0.00486463455456835
15,35,0.08133006651896275
15,36,-0.06570741342386904
15,37,-0.08117420233708059
15,38,0.11675882441000467
15,39,-0.024612889671463037
15,40,0.0710611375825204
15,41,0.19042817912586205
15,42,-0.010166900103406947
15,43,-0.02758062367295334
15,44,0.13485042152630441
15,45,0.029945505988722008
15,46,0.04050621724856104
15,47,-0.01606908111574042
15,48,0.17227818409613996
15,49,0.003248525351159357
15,50,0.10904817301984039
15,51,-0.22903006806811269
15,52,0.05269039316483401
15,53,0.0910749660981582
15,54,-0.08908456419335956
15,55,-0.11402588225524632
15,56,0.11434341952452179
15,57,0.10503243561515903
15,58,-0.08449463457136226
15,59,-0.0688792445251868
15,60,-0.22414200175786453
15,61,0.022663755763949973
15,62,-0.016463427863550713
15,63,0.058187177783610884
16,17,0.21079584411863297
16,18,-0.030216661436842075
16,19,-0.05884971880525941
16,20,0.08503211434221072
16,21,-0.049215320988023906
16,22,0.06032372109760102
16,23,0.0023514455755661093
16,24,0.07059223993932934
16,25,0.016554058357322002
16,26,-0.21006261351685712
16,27,0.13357561882589658
16,28,-0.060181992025034124
16,29,-0.04175205851514331
16,30,-0.0030560347830308346
16,31,-0.07167035218799972
16,32,0.028519063409393784
16,33,-0.1640259107282457
16,34,0.01625598513312135
16,35,-0.17263147659048753
16,36,-0.06971708558530537
16,37,0.021873765174636586
16,38,0.06930457191755712
16,39,0.15689893970381744
16,40,0.06638338203831552
16,41,0.011994305385036983
16,42,-0.08968549748367209
16,43,0.04933159294565463
16,44,0.06616575183781513
16,45,-0.030970043840856623
16,46,0.27746012022183636
16,47,0.020192234550723352
16,48,-0.11212206586846776
16,49,0.049517112677772465
16,50,0.06928805023089028
16,51,-0.07147653600133508
16,52,0.006617863422272199
16,53,0.022886536125389406
16,54,-0.024085093224640516
16,55,0.04068850924839876
16,56,0.0015401586817363083
16,57,-0.09213721907585569
16,58,-0.00058278599846856
16,59,0.02427472632757114
16,60,-0.05392909386040364
16,61,-0.024795300314559898
16,62,-0.08115486926008549
16,63,0.04405282868224141
17,18,-0.10021542612138545
17,19,0.04933856050733917
17,20,-0.07029121958761421
17,21,0.029736954701282674
17,22,0.07199879063766178
17,23,-0.050729784143503855
17,24,0.008624769075003818
17,25,0.15461866553666734
17,26,-0.03364501722713443
17,27,0.2567484519769756
17,28,0.09516413204159546
17,29,0.007289531783046505
17,30,0.011210406351339694
17,31,-0.06825490553719904
17,32,-0.031020306761172095
17,33,-0.10224502486514055
17,34,-0.026191931354589398
17,35,-0.01312692575539443
17,36,0.045378989122944545
17,37,0.007681125255505254
17,38,-0.060215107483990844
17,39,0.19413764063882866
17,40,-0.012978612007882766
17,41,-0.059870752114416885
17,42,-0.16795147895289275
17,43,-0.053900223732892376
17,44,-0.035275173043215396
17,45,-0.025838940185900758
17,46,0.09142145888546721
17,47,-0.08095597150992868
17,48,-0.12292712108968093
17,49,-0.02740693297805762
17,50,0.13451482291264819
17,51,0.23809613071968597
17,52,-0.04490203874127911
17,53,0.054502210824894225
17,54,0.011767582049748204
17,55,0.14691615221468302
17,56,-0.008491728054162944
17,57,0.15074502530538542
17,58,0.05358928610428414
17,59,0.2761302768753005
17,60,0.2757830697920379
17,61,-0.11699664379432506
17,62,0.0009480680331222347
17,63,-0.15598933206087137
18,19,0.010350215562502296
18,20,0.03182185976194831
18,21,0.14130510185393752
18,22,0.03492349225381811
18,23,0.12146228422979981
18,24,-0.07851186786166679
18,25,-0.034916510561318816
18,26,0.02729865368336948
18,27,0.12918789459989752
18,28,-0.01948860958183157
18,29,0.010088710393333079
18,30,0.044776468357285215
18,31,0.0028463239545048584
18,32,-0.010873362293384965
18,33,-0.00375925319001777
18,34,-0.31622946182666073
18,35,0.06273254003884295
18,36,-0.062429905284445406
18,37,0.040704758253210446
18,38,0.0349086720383566
18,39,0.01875745734199501
18,40,0.12552744562929632
18,41,0.05837982569488868
18,42,-0.10055054758333826
18,43,0.07631450725392397
18,44,0.07618142761775329
18,45,-0.09694387896599344
18,46,-0.04288466103649975
18,47,0.016898324241747982
18,48,0.02926484685741188
18,49,0.02448926173697391
18,50,-0.029598430666480924
18,51,-0.018798444523695005
18,52,-0.0009837377953935827
18,53,-0.08336315184322929
18,54,-0.013285008359125433
18,55,0.06436381321234703
18,56,0.016617144481264202
18,57,0.09978594864170755
18,58,0.11318044596920418
18,59,-0.26812261420880024
18,60,-0.14975432225749993
18,61,-0.02762815404256977
18,62,0.16612850637802543
18,63,-0.00993124735953512
19,20,-0.01853179798823841
19,21,0.001567255191532849
19,22,0.016626057869442556
19,23,0.0346481542611106
19,24,-0.003326500265005854
19,25,-0.07259608976123316
19,26,-0.0004040576880980894
19,27,-0.00998514071392206
