latent_dim,kl_mean,mu_var,single_dim_auc,single_dim_auc_abs,logreg_weight_maxabs,logreg_weight_glioma,logreg_weight_meningioma,logreg_weight_notumor,logreg_weight_pituitary
61,4.892142,1.8215749,0.5850407434660562,0.578753709198813,1.1093457962555948,-0.2088242062845551,0.6872258675991655,0.6309441349409853,-1.1093457962555948
39,4.4781523,2.651978,0.7321002307945929,0.5588397879881637,1.1597244552959693,-0.9974430063062761,-0.06946286668027303,-0.09281858230941946,1.1597244552959693
22,3.6940882,1.8942828,0.619423013517969,0.585911638641609,0.15432088631930901,-6.832144431186647e-06,0.1479404171949901,-0.15432088631930901,0.006387301268751015
42,3.5586383,1.5647463,0.7390504451038576,0.6154896142433235,1.1582569536429645,1.1582569536429645,0.0071780445024279835,-0.6324172794411771,-0.5330177187042173
0,3.3827517,1.0530175,0.6743983866132505,0.6304978569073524,1.7090156801622898,-1.6920446304921817,1.1147646899819108,1.7090156801622898,-1.1317357396520173
59,3.2706919,1.680854,0.634559725288202,0.5375931421035278,0.44264470136969325,-0.4167082297058408,-0.11046939460050059,0.08453292293665023,0.44264470136969325
10,3.2674675,1.3664198,0.5742499175733597,0.5929823127026953,0.3128976850104153,0.3128976850104153,-0.30120721108716547,0.19099611394978605,-0.20268658787303742
43,3.2256415,1.251595,0.6754269699967029,0.6097402774371133,0.5736522666062412,0.3410769791672346,-0.2761599017521648,-0.5736522666062412,0.508735189191172
34,3.1477592,1.391686,0.6277533899131791,0.5146703730956859,1.0131108129854822,0.366977164323787,0.12591592820774597,-1.0131108129854822,0.5202177204539478
11,3.1386175,1.1506758,0.7516065734608781,0.5998252555225849,1.3778364802768044,-0.5223448667508513,0.8942904082592726,1.0058909387683899,-1.3778364802768044
35,3.0728722,1.3093381,0.5732074237593001,0.6347049126277613,0.4700810429919235,-0.1027295626369747,0.028438131270695385,0.4700810429919235,-0.3957896116256454
18,2.833807,0.8017591,0.5759926961545799,0.5956841411144081,0.5315151125669497,0.14216055041245887,-0.05791733940169439,0.4472719015561837,-0.5315151125669497
31,2.6777937,0.8184861,0.5960003902058335,0.5393109132871745,0.3986498401915544,-0.21208866646375832,0.1713371069417788,0.3986498401915544,-0.35789828066957496
62,2.5684092,0.77693266,0.6362603221322869,0.5754040280162429,0.8079366007907499,-0.16280244024131005,0.2589597944962239,0.7117792465358361,-0.8079366007907499
41,2.44359,0.7885037,0.6671899272340773,0.5156874381800198,0.7155634178031779,-0.3798300015873129,0.21074281650002163,0.7155634178031779,-0.5464762327158866
17,2.4127715,0.83994246,0.6969765908341575,0.5955588526211671,0.20521349832910774,-0.07423076106652411,-0.050635440702674825,-0.08034729655990587,0.20521349832910774
26,2.3830342,0.85743797,0.5875008242664029,0.537759245632682,0.27074907756758176,0.27074907756758176,0.24924160603842713,-0.2675455175140359,-0.25244516609197387
46,2.2958055,0.63114405,0.8029923963698798,0.7088409233368763,1.0417107760168094,-0.06802806458193726,-0.4360784040123864,1.0417107760168094,-0.5376043074224827
2,2.2874007,0.69604146,0.5920747826560924,0.5321430926475437,0.9959170908455961,-0.8627367969891095,0.38950302520418684,0.9959170908455961,-0.5226833190606711
8,2.2320268,0.84773207,0.5680593028643065,0.5128702890774883,0.45949816185944925,-0.18062379581458357,-0.12614238597846106,0.45949816185944925,-0.15273198006640287
5,2.2156432,0.8299026,0.6314010846755511,0.5694956589601013,0.566388416506509,-0.2567965241241005,0.07452014163066124,0.566388416506509,-0.3841120340130678
12,2.2139783,0.8103902,0.5793230316409125,0.5864424662050775,0.2330214747525242,0.09194039324714486,0.0792130891911996,0.06186799231417908,-0.2330214747525242
57,2.204364,0.82393795,0.521474327707866,0.544109230643447,0.30810788898612856,-0.30810788898612856,0.19844575518273974,0.07084770008470014,0.03881443371868798
27,2.2043288,0.85912955,0.5518981822145914,0.5546425748780421,0.3717520552343357,-0.3717520552343357,-0.054857443243215565,0.1498480746077486,0.2767614238698031
16,2.1111891,0.6137151,0.5401602485487695,0.5609111306214027,0.13933056994872686,0.06927962660150154,0.04745621737877371,0.02259472596845106,-0.13933056994872686
4,2.0574455,0.9115386,0.5533234421364985,0.5949445398304853,0.2544842648413539,0.004411784256294355,0.13257461574676388,0.11749786483829838,-0.2544842648413539
50,2.025836,0.7533183,0.5969122175891859,0.6211838770337667,0.5205111489033902,-0.3097374027380254,0.17182609955207206,0.5205111489033902,-0.38259984571743677
60,2.0148335,0.89336276,0.6452489284536762,0.5877678865809429,0.5321326056145189,0.21203013726974923,-0.07498170590911296,-0.5321326056145189,0.39508417425388254
40,1.9221274,0.57021064,0.6736053198157687,0.5364292779426311,0.7723522813895246,-0.21165428887379528,0.35930644841010745,0.6247001218532106,-0.7723522813895246
21,1.883106,0.8120188,0.5828288822947577,0.6013027007876162,0.5449811831704242,0.5449811831704242,-0.3624495405484201,-0.16259048318002384,-0.01994115944197895
45,1.7751796,0.7297234,0.5406231454005934,0.5790036744382662,0.5300141931832504,-0.34363724505417015,-0.022258938252277087,-0.16411800987680183,0.5300141931832504
38,1.7403907,0.78337586,0.5291223620459793,0.5352621167161226,0.3684458696623437,-0.3684458696623437,0.17420446956149727,-0.12922119727864936,0.32346259737949395
47,1.6785023,0.6545683,0.5352786020441807,0.5277826553506975,0.5301335778410275,0.08135718777815504,-0.07177376175448202,-0.5301335778410275,0.5205501518173526
33,1.6226954,0.71062315,0.5610607095242741,0.5242610477026632,0.46523247402012724,-0.46523247402012724,0.0924309140060641,0.37085780248322747,0.0019437575308370878
13,1.5916468,0.53112465,0.5747254244678822,0.5436835430689689,0.25670758210458694,0.25670758210458694,-0.04398874343715289,-0.04462330742882535,-0.16809553123860643
20,1.5855783,0.61177945,0.5598206742430436,0.56130133645498,0.5523503213927554,-0.15934352424860984,-0.1445333221101448,-0.24847347503400044,0.5523503213927554
7,1.5193064,0.5580689,0.5613419057039235,0.5199043850972634,0.8563473082729679,-0.8563473082729679,0.40221081616095444,0.2135983442085755,0.24053814790343492
53,1.5069158,0.58378047,0.5957675850979751,0.5520317226718993,0.3634612140792898,-0.19830201753532362,-0.3634612140792898,0.24793464190808645,0.3138285897065243
55,1.4760379,0.69804007,0.5762809099901087,0.5678925633271551,0.18111453416937473,-0.05774167492268999,-0.05199794042837308,-0.07137491881831179,0.18111453416937473
51,1.4498637,0.6341898,0.6243587207385428,0.5250999902448542,0.25823667507930387,-0.16358221017613628,-0.17109269652635206,0.0764382316231834,0.25823667507930387
15,1.446983,0.7069724,0.613454882402638,0.5484141114408176,0.30082931858374184,0.30082931858374184,-0.09230598171600148,0.052036137736328814,-0.2605594746040693
44,1.4467155,0.63361937,0.5598833564985147,0.5541833317074758,0.42523671019619774,-0.07773521030253115,-0.1300982009480879,0.42523671019619774,-0.21740329894557647
48,1.4454528,0.45012882,0.5225901398086829,0.5497479920658147,0.7273530893219294,-0.12712262329460314,-0.5182454807348077,-0.08198498529251812,0.7273530893219294
32,1.4252578,0.57221437,0.6131087673398196,0.6024563138806462,0.5181404186105536,-0.3486162316076558,0.13716860486710225,0.5181404186105536,-0.3066927918700013
56,1.3616154,0.57853884,0.5773171994658381,0.5665058730548062,0.4620119576759287,0.4620119576759287,-0.2608256348766258,-0.051307908963772415,-0.14987841383553124
54,1.3433768,0.5774038,0.5837516692557163,0.514931876564888,0.6674988335756686,-0.6092887579306951,0.22241861653837044,0.6674988335756686,-0.28062869218334535
30,1.3362125,0.6486804,0.5385624793933399,0.6051149481351413,0.15100698943165822,0.15100698943165822,-0.050375043886033075,-0.10414128180749313,0.003509336261871744
58,1.3268139,0.5906084,0.5334211296458882,0.5900139823757032,0.5445906620089106,-0.1252716982526922,0.14203019380528573,-0.5445906620089106,0.5278321664563156
28,1.326076,0.61650276,0.5639663699307617,0.5878841088674276,0.20807163467668147,-0.20807163467668147,0.08108964866752355,0.010125161702843027,0.11685682430631532
3,1.3254285,0.5012364,0.517872618755621,0.5380613273501773,0.6402810161048513,-0.19865589168735648,-0.0949310614638288,0.6402810161048513,-0.34669406295366556
23,1.3031988,0.51549137,0.5444279591163864,0.5751862842070558,0.39881977623764847,0.1424776460352291,-0.2869337370551549,0.39881977623764847,-0.2543636852177237
52,1.2626866,0.48513237,0.5715331355093967,0.5289987968653465,0.8448773550730421,0.8448773550730421,-0.41589453851697894,-0.41560590952092574,-0.013376907035138105
6,1.2384508,0.49645755,0.572558522914606,0.5292581602373887,0.8532845414155031,0.8532845414155031,-0.11001913375235876,-0.17349910783026037,-0.5697662998328834
1,1.2358447,0.4875471,0.6302700787616166,0.541137487636004,1.153251121069296,-0.29908440551087195,0.4104776206530952,1.0418579059270703,-1.153251121069296
19,1.2274717,0.49791652,0.5754368611935378,0.5433597688932494,0.725178165608944,-0.2598777265858669,0.20053905996947113,-0.6658394989925482,0.725178165608944
14,1.2108575,0.49293837,0.5232245301681504,0.5532078171235327,0.35938347367001006,0.015297793431769022,0.35938347367001006,-0.1687269934187741,-0.20595427368300476
36,1.202688,0.56347245,0.5209429607649192,0.5229571098754593,0.5001884669274463,-0.11969330149775316,-0.03482485519355772,-0.34567031023613654,0.5001884669274463
37,1.1868259,0.45539728,0.5203000329706561,0.5951843675905486,0.5978048924382485,-0.2751638584567197,-0.08678812029612801,-0.2358529136854023,0.5978048924382485
9,1.167353,0.4976963,0.5358706020221841,0.5478503132212331,0.3414815004935377,-0.09850554948121604,0.25154526686186657,0.18844178311288864,-0.3414815004935377
49,1.1258368,0.44378486,0.5520507748104188,0.549913829545085,0.5079605575656312,0.38483668236155166,0.13439908966570524,-0.011275214461623904,-0.5079605575656312
63,1.1248975,0.47160894,0.5738740520936366,0.5471271095502879,0.5867956547196755,0.20723366271872734,-0.3053505070613181,0.5867956547196755,-0.4886788103770852
25,1.1137264,0.49686366,0.5895581932080449,0.5728286049110184,0.8104022380977097,0.07815669890030912,0.42799095887381533,-0.8104022380977097,0.3042545803235852
24,1.1032344,0.4231501,0.5410880316518298,0.556079081715605,0.2853330981566229,-0.2766526645486563,0.2853330981566229,-0.13384269681900693,0.12516226321103985
29,1.0898423,0.40413654,0.5382723376195186,0.5816408155301922,0.3310228756058043,-0.19412692727802744,0.17970520501740053,-0.3166011533451795,0.3310228756058043
